timestamp,imu_in_hh,imu_in_mm,imu_in_ss,imu_in_ssss,imu_out_hh,imu_out_mm,imu_out_ss,imu_out_ssss,imu_gyo_x,imu_gyo_y,imu_gyo_z,imu_acl_x,imu_acl_y,imu_acl_z,gps_in_hh,gps_in_mm,gps_in_ss,gps_in_ssss,gps_out_hh,gps_out_mm,gps_out_ss,gps_out_ssss,gps_timeUTC,gps_long,gps_lat,gps_alt,gps_speed,gps_heading,gps_sat,gps_EW,gps_NS,gps_quality_mode,gps_qh,gps_qv,gps_q3d,vcu_in_hh,vcu_in_mm,vcu_in_ss,vcu_in_ssss,vcu_out_hh,vcu_out_mm,vcu_out_ss,vcu_out_ssss,vcu_x,vcu_y,vcu_vx,vcu_vy,vcu_yaw,vcu_yawrate,vcu_mL,vcu_mR,vcu_vel_res,vcu_reverse,vcu_emergency,obj_in_hh,obj_in_mm,obj_in_ss,obj_in_ssss,obj_out_hh,obj_out_mm,obj_out_ss,obj_out_ssss,obj_number,obj0_distance,obj0_lateral,obj0_vx,obj0_vy,obj0_status,obj0_target_on,obj0_type,obj1_distance,obj1_lateral,obj1_vx,obj1_vy,obj1_status,obj1_target_on,obj1_type,obj2_distance,obj2_lateral,obj2_vx,obj2_vy,obj2_status,obj2_target_on,obj2_type,obj3_distance,obj3_lateral,obj3_vx,obj3_vy,obj3_status,obj3_target_on,obj3_type,obj4_distance,obj4_lateral,obj4_vx,obj4_vy,obj4_status,obj4_target_on,obj4_type,obj5_distance,obj5_lateral,obj5_vx,obj5_vy,obj5_status,obj5_target_on,obj5_type,obj6_distance,obj6_lateral,obj6_vx,obj6_vy,obj6_status,obj6_target_on,obj6_type,obj7_distance,obj7_lateral,obj7_vx,obj7_vy,obj7_status,obj7_target_on,obj7_type,obj8_distance,obj8_lateral,obj8_vx,obj8_vy,obj8_status,obj8_target_on,obj8_type,obj9_distance,obj9_lateral,obj9_vx,obj9_vy,obj9_status,obj9_target_on,obj9_type,hmi_in_hh,hmi_in_mm,hmi_in_ss,hmi_in_ssss,hmi_out_hh,hmi_out_mm,hmi_out_ss,hmi_out_ssss,hmi_curpos,hmi_mode_drive,hmi_mode_roll,hmi_feedback,hmi_workpoint,hmi_cancel,hmi_stopover
"2025-09-25 13:39:46.370",7,0,0,0,7,0,0,0,7,0,0,0,0,0,7,0,0,0,7,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,1,0,7,0,0,0,7,0,0,0,10,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,3,-3,1.5,-1.5,3,1,0,4,-4,2,-2,0,0,1,5,-5,2.5,-2.5,1,1,2,6,-6,3,-3,2,0,0,7,-7,3.5,-3.5,3,1,1,8,-8,4,-4,0,0,2,9,-9,4.5,-4.5,1,1,0,7,0,0,0,7,0,0,0,1,1,0,0,0,0,0,
"2025-09-25 13:39:46.370",8,0,0,0,8,0,0,0,8,0,0,0,0,0,8,0,0,0,8,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,10,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,3,-3,1.5,-1.5,3,1,0,4,-4,2,-2,0,0,1,5,-5,2.5,-2.5,1,1,2,6,-6,3,-3,2,0,0,7,-7,3.5,-3.5,3,1,1,8,-8,4,-4,0,0,2,9,-9,4.5,-4.5,1,1,0,8,0,0,0,8,0,0,0,0,1,0,0,0,0,0,
"2025-09-25 13:39:46.370",9,0,0,0,9,0,0,0,9,0,0,0,0,0,9,0,0,0,9,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,1,0,9,0,0,0,9,0,0,0,10,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,3,-3,1.5,-1.5,3,1,0,4,-4,2,-2,0,0,1,5,-5,2.5,-2.5,1,1,2,6,-6,3,-3,2,0,0,7,-7,3.5,-3.5,3,1,1,8,-8,4,-4,0,0,2,9,-9,4.5,-4.5,1,1,0,9,0,0,0,9,0,0,0,1,1,0,0,0,0,0,
"2025-09-25 13:39:46.370",10,0,0,0,10,0,0,0,10,0,0,0,0,0,10,0,0,0,10,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,3,-3,1.5,-1.5,3,1,0,4,-4,2,-2,0,0,1,5,-5,2.5,-2.5,1,1,2,6,-6,3,-3,2,0,0,7,-7,3.5,-3.5,3,1,1,8,-8,4,-4,0,0,2,9,-9,4.5,-4.5,1,1,0,10,0,0,0,10,0,0,0,0,1,0,0,0,0,0,
"2025-09-25 13:39:46.370",11,0,0,0,11,0,0,0,11,0,0,0,0,0,11,0,0,0,11,0,0,0,11,11,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,1,0,11,0,0,0,11,0,0,0,10,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,3,-3,1.5,-1.5,3,1,0,4,-4,2,-2,0,0,1,5,-5,2.5,-2.5,1,1,2,6,-6,3,-3,2,0,0,7,-7,3.5,-3.5,3,1,1,8,-8,4,-4,0,0,2,9,-9,4.5,-4.5,1,1,0,11,0,0,0,11,0,0,0,1,1,0,0,0,0,0,
"2025-09-25 13:39:46.371",12,0,0,0,12,0,0,0,12,0,0,0,0,0,12,0,0,0,12,0,0,0,12,12,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,10,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,3,-3,1.5,-1.5,3,1,0,4,-4,2,-2,0,0,1,5,-5,2.5,-2.5,1,1,2,6,-6,3,-3,2,0,0,7,-7,3.5,-3.5,3,1,1,8,-8,4,-4,0,0,2,9,-9,4.5,-4.5,1,1,0,12,0,0,0,12,0,0,0,0,1,0,0,0,0,0,
"2025-09-25 13:39:46.371",13,0,0,0,13,0,0,0,13,0,0,0,0,0,13,0,0,0,13,0,0,0,13,13,13,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,13,0,0,0,0,0,0,0,0,1,0,13,0,0,0,13,0,0,0,10,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,3,-3,1.5,-1.5,3,1,0,4,-4,2,-2,0,0,1,5,-5,2.5,-2.5,1,1,2,6,-6,3,-3,2,0,0,7,-7,3.5,-3.5,3,1,1,8,-8,4,-4,0,0,2,9,-9,4.5,-4.5,1,1,0,13,0,0,0,13,0,0,0,1,1,0,0,0,0,0,
"2025-09-25 13:39:46.371",14,0,0,0,14,0,0,0,14,0,0,0,0,0,14,0,0,0,14,0,0,0,14,14,14,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0,0,0,10,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,3,-3,1.5,-1.5,3,1,0,4,-4,2,-2,0,0,1,5,-5,2.5,-2.5,1,1,2,6,-6,3,-3,2,0,0,7,-7,3.5,-3.5,3,1,1,8,-8,4,-4,0,0,2,9,-9,4.5,-4.5,1,1,0,14,0,0,0,14,0,0,0,0,1,0,0,0,0,0,
"2025-09-25 13:39:46.371",15,0,0,0,15,0,0,0,15,0,0,0,0,0,15,0,0,0,15,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,0,0,0,0,0,1,0,15,0,0,0,15,0,0,0,10,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,3,-3,1.5,-1.5,3,1,0,4,-4,2,-2,0,0,1,5,-5,2.5,-2.5,1,1,2,6,-6,3,-3,2,0,0,7,-7,3.5,-3.5,3,1,1,8,-8,4,-4,0,0,2,9,-9,4.5,-4.5,1,1,0,15,0,0,0,15,0,0,0,1,1,0,0,0,0,0,
"2025-09-25 13:39:46.371",16,0,0,0,16,0,0,0,16,0,0,0,0,0,16,0,0,0,16,0,0,0,16,16,16,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,10,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,3,-3,1.5,-1.5,3,1,0,4,-4,2,-2,0,0,1,5,-5,2.5,-2.5,1,1,2,6,-6,3,-3,2,0,0,7,-7,3.5,-3.5,3,1,1,8,-8,4,-4,0,0,2,9,-9,4.5,-4.5,1,1,0,16,0,0,0,16,0,0,0,0,1,0,0,0,0,0,
"2025-09-25 13:39:46.371",17,0,0,0,17,0,0,0,17,0,0,0,0,0,17,0,0,0,17,0,0,0,17,17,17,0,0,0,0,0,0,0,0,0,0,17,0,0,0,17,0,0,0,17,0,0,0,0,0,0,0,0,1,0,17,0,0,0,17,0,0,0,10,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,3,-3,1.5,-1.5,3,1,0,4,-4,2,-2,0,0,1,5,-5,2.5,-2.5,1,1,2,6,-6,3,-3,2,0,0,7,-7,3.5,-3.5,3,1,1,8,-8,4,-4,0,0,2,9,-9,4.5,-4.5,1,1,0,17,0,0,0,17,0,0,0,1,1,0,0,0,0,0,
"2025-09-25 13:39:46.371",18,0,0,0,18,0,0,0,18,0,0,0,0,0,18,0,0,0,18,0,0,0,18,18,18,0,0,0,0,0,0,0,0,0,0,18,0,0,0,18,0,0,0,18,0,0,0,0,0,0,0,0,0,0,18,0,0,0,18,0,0,0,10,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,3,-3,1.5,-1.5,3,1,0,4,-4,2,-2,0,0,1,5,-5,2.5,-2.5,1,1,2,6,-6,3,-3,2,0,0,7,-7,3.5,-3.5,3,1,1,8,-8,4,-4,0,0,2,9,-9,4.5,-4.5,1,1,0,18,0,0,0,18,0,0,0,0,1,0,0,0,0,0,
"2025-09-25 13:39:46.371",19,0,0,0,19,0,0,0,19,0,0,0,0,0,19,0,0,0,19,0,0,0,19,19,19,0,0,0,0,0,0,0,0,0,0,19,0,0,0,19,0,0,0,19,0,0,0,0,0,0,0,0,1,0,19,0,0,0,19,0,0,0,10,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,3,-3,1.5,-1.5,3,1,0,4,-4,2,-2,0,0,1,5,-5,2.5,-2.5,1,1,2,6,-6,3,-3,2,0,0,7,-7,3.5,-3.5,3,1,1,8,-8,4,-4,0,0,2,9,-9,4.5,-4.5,1,1,0,19,0,0,0,19,0,0,0,1,1,0,0,0,0,0,
"2025-09-25 13:39:46.371",20,0,0,0,20,0,0,0,20,0,0,0,0,0,20,0,0,0,20,0,0,0,20,20,20,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,10,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,3,-3,1.5,-1.5,3,1,0,4,-4,2,-2,0,0,1,5,-5,2.5,-2.5,1,1,2,6,-6,3,-3,2,0,0,7,-7,3.5,-3.5,3,1,1,8,-8,4,-4,0,0,2,9,-9,4.5,-4.5,1,1,0,20,0,0,0,20,0,0,0,0,1,0,0,0,0,0,
"2025-09-25 13:39:46.372",21,0,0,0,21,0,0,0,21,0,0,0,0,0,21,0,0,0,21,0,0,0,21,21,21,0,0,0,0,0,0,0,0,0,0,21,0,0,0,21,0,0,0,21,0,0,0,0,0,0,0,0,1,0,21,0,0,0,21,0,0,0,10,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,3,-3,1.5,-1.5,3,1,0,4,-4,2,-2,0,0,1,5,-5,2.5,-2.5,1,1,2,6,-6,3,-3,2,0,0,7,-7,3.5,-3.5,3,1,1,8,-8,4,-4,0,0,2,9,-9,4.5,-4.5,1,1,0,21,0,0,0,21,0,0,0,1,1,0,0,0,0,0,
"2025-09-25 13:39:46.372",22,0,0,0,22,0,0,0,22,0,0,0,0,0,22,0,0,0,22,0,0,0,22,22,22,0,0,0,0,0,0,0,0,0,0,22,0,0,0,22,0,0,0,22,0,0,0,0,0,0,0,0,0,0,22,0,0,0,22,0,0,0,10,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,3,-3,1.5,-1.5,3,1,0,4,-4,2,-2,0,0,1,5,-5,2.5,-2.5,1,1,2,6,-6,3,-3,2,0,0,7,-7,3.5,-3.5,3,1,1,8,-8,4,-4,0,0,2,9,-9,4.5,-4.5,1,1,0,22,0,0,0,22,0,0,0,0,1,0,0,0,0,0,
"2025-09-25 13:39:46.372",23,0,0,0,23,0,0,0,23,0,0,0,0,0,23,0,0,0,23,0,0,0,23,23,23,0,0,0,0,0,0,0,0,0,0,23,0,0,0,23,0,0,0,23,0,0,0,0,0,0,0,0,1,0,23,0,0,0,23,0,0,0,10,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,3,-3,1.5,-1.5,3,1,0,4,-4,2,-2,0,0,1,5,-5,2.5,-2.5,1,1,2,6,-6,3,-3,2,0,0,7,-7,3.5,-3.5,3,1,1,8,-8,4,-4,0,0,2,9,-9,4.5,-4.5,1,1,0,23,0,0,0,23,0,0,0,1,1,0,0,0,0,0,
"2025-09-25 13:39:46.372",24,0,0,0,24,0,0,0,24,0,0,0,0,0,24,0,0,0,24,0,0,0,24,24,24,0,0,0,0,0,0,0,0,0,0,24,0,0,0,24,0,0,0,24,0,0,0,0,0,0,0,0,0,0,24,0,0,0,24,0,0,0,10,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,3,-3,1.5,-1.5,3,1,0,4,-4,2,-2,0,0,1,5,-5,2.5,-2.5,1,1,2,6,-6,3,-3,2,0,0,7,-7,3.5,-3.5,3,1,1,8,-8,4,-4,0,0,2,9,-9,4.5,-4.5,1,1,0,24,0,0,0,24,0,0,0,0,1,0,0,0,0,0,
"2025-09-25 13:39:46.372",25,0,0,0,25,0,0,0,25,0,0,0,0,0,25,0,0,0,25,0,0,0,25,25,25,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,1,0,25,0,0,0,25,0,0,0,10,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,3,-3,1.5,-1.5,3,1,0,4,-4,2,-2,0,0,1,5,-5,2.5,-2.5,1,1,2,6,-6,3,-3,2,0,0,7,-7,3.5,-3.5,3,1,1,8,-8,4,-4,0,0,2,9,-9,4.5,-4.5,1,1,0,25,0,0,0,25,0,0,0,1,1,0,0,0,0,0,
"2025-09-25 13:39:46.372",26,0,0,0,26,0,0,0,26,0,0,0,0,0,26,0,0,0,26,0,0,0,26,26,26,0,0,0,0,0,0,0,0,0,0,26,0,0,0,26,0,0,0,26,0,0,0,0,0,0,0,0,0,0,26,0,0,0,26,0,0,0,10,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,3,-3,1.5,-1.5,3,1,0,4,-4,2,-2,0,0,1,5,-5,2.5,-2.5,1,1,2,6,-6,3,-3,2,0,0,7,-7,3.5,-3.5,3,1,1,8,-8,4,-4,0,0,2,9,-9,4.5,-4.5,1,1,0,26,0,0,0,26,0,0,0,0,1,0,0,0,0,0,
"2025-09-25 13:39:46.372",27,0,0,0,27,0,0,0,27,0,0,0,0,0,27,0,0,0,27,0,0,0,27,27,27,0,0,0,0,0,0,0,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,0,0,0,0,0,1,0,27,0,0,0,27,0,0,0,10,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,3,-3,1.5,-1.5,3,1,0,4,-4,2,-2,0,0,1,5,-5,2.5,-2.5,1,1,2,6,-6,3,-3,2,0,0,7,-7,3.5,-3.5,3,1,1,8,-8,4,-4,0,0,2,9,-9,4.5,-4.5,1,1,0,27,0,0,0,27,0,0,0,1,1,0,0,0,0,0,
"2025-09-25 13:39:46.372",28,0,0,0,28,0,0,0,28,0,0,0,0,0,28,0,0,0,28,0,0,0,28,28,28,0,0,0,0,0,0,0,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,0,0,0,0,0,0,0,28,0,0,0,28,0,0,0,10,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,3,-3,1.5,-1.5,3,1,0,4,-4,2,-2,0,0,1,5,-5,2.5,-2.5,1,1,2,6,-6,3,-3,2,0,0,7,-7,3.5,-3.5,3,1,1,8,-8,4,-4,0,0,2,9,-9,4.5,-4.5,1,1,0,28,0,0,0,28,0,0,0,0,1,0,0,0,0,0,
"2025-09-25 13:39:46.372",29,0,0,0,29,0,0,0,29,0,0,0,0,0,29,0,0,0,29,0,0,0,29,29,29,0,0,0,0,0,0,0,0,0,0,29,0,0,0,29,0,0,0,29,0,0,0,0,0,0,0,0,1,0,29,0,0,0,29,0,0,0,10,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,3,-3,1.5,-1.5,3,1,0,4,-4,2,-2,0,0,1,5,-5,2.5,-2.5,1,1,2,6,-6,3,-3,2,0,0,7,-7,3.5,-3.5,3,1,1,8,-8,4,-4,0,0,2,9,-9,4.5,-4.5,1,1,0,29,0,0,0,29,0,0,0,1,1,0,0,0,0,0,
