timestamp,imu_in_hh,imu_in_mm,imu_in_ss,imu_in_ssss,imu_out_hh,imu_out_mm,imu_out_ss,imu_out_ssss,imu_gyo_x,imu_gyo_y,imu_gyo_z,imu_acl_x,imu_acl_y,imu_acl_z,gps_in_hh,gps_in_mm,gps_in_ss,gps_in_ssss,gps_out_hh,gps_out_mm,gps_out_ss,gps_out_ssss,gps_timeUTC,gps_long,gps_lat,gps_alt,gps_speed,gps_heading,gps_sat,gps_EW,gps_NS,gps_quality_mode,gps_qh,gps_qv,gps_q3d,vcu_in_hh,vcu_in_mm,vcu_in_ss,vcu_in_ssss,vcu_out_hh,vcu_out_mm,vcu_out_ss,vcu_out_ssss,vcu_x,vcu_y,vcu_vx,vcu_vy,vcu_yaw,vcu_yawrate,vcu_mL,vcu_mR,vcu_vel_res,vcu_reverse,vcu_emergency,obj_in_hh,obj_in_mm,obj_in_ss,obj_in_ssss,obj_out_hh,obj_out_mm,obj_out_ss,obj_out_ssss,obj_number,obj0_distance,obj0_lateral,obj0_vx,obj0_vy,obj0_status,obj0_target_on,obj0_type,obj1_distance,obj1_lateral,obj1_vx,obj1_vy,obj1_status,obj1_target_on,obj1_type,obj2_distance,obj2_lateral,obj2_vx,obj2_vy,obj2_status,obj2_target_on,obj2_type,obj3_distance,obj3_lateral,obj3_vx,obj3_vy,obj3_status,obj3_target_on,obj3_type,obj4_distance,obj4_lateral,obj4_vx,obj4_vy,obj4_status,obj4_target_on,obj4_type,obj5_distance,obj5_lateral,obj5_vx,obj5_vy,obj5_status,obj5_target_on,obj5_type,obj6_distance,obj6_lateral,obj6_vx,obj6_vy,obj6_status,obj6_target_on,obj6_type,obj7_distance,obj7_lateral,obj7_vx,obj7_vy,obj7_status,obj7_target_on,obj7_type,obj8_distance,obj8_lateral,obj8_vx,obj8_vy,obj8_status,obj8_target_on,obj8_type,obj9_distance,obj9_lateral,obj9_vx,obj9_vy,obj9_status,obj9_target_on,obj9_type,hmi_in_hh,hmi_in_mm,hmi_in_ss,hmi_in_ssss,hmi_out_hh,hmi_out_mm,hmi_out_ss,hmi_out_ssss,hmi_curpos,hmi_mode_drive,hmi_mode_roll,hmi_feedback,hmi_workpoint,hmi_cancel,hmi_stopover
"2025-09-25 11:32:25.395",10,0,0,0,10,0,0,0,10,0,0,0,0,0,10,0,0,0,10,0,0,0,90010,127.01,37.01,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,10,0,0,0,0,1,0,0,0,0,0,
"2025-09-25 11:32:25.395",11,0,0,0,11,0,0,0,11,0,0,0,0,0,11,0,0,0,11,0,0,0,90011,127.011,37.011,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,1,0,11,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,0,0,11,0,0,0,1,1,0,0,0,0,0,
"2025-09-25 11:32:25.395",12,0,0,0,12,0,0,0,12,0,0,0,0,0,12,0,0,0,12,0,0,0,90012,127.012,37.012,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,0,0,12,0,0,0,0,1,0,0,0,0,0,
"2025-09-25 11:32:25.395",13,0,0,0,13,0,0,0,13,0,0,0,0,0,13,0,0,0,13,0,0,0,90013,127.013,37.013,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,13,0,0,0,0,0,0,0,0,1,0,13,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,13,0,0,0,1,1,0,0,0,0,0,
"2025-09-25 11:32:25.395",14,0,0,0,14,0,0,0,14,0,0,0,0,0,14,0,0,0,14,0,0,0,90014,127.014,37.014,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0,0,0,4,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,3,-3,1.5,-1.5,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,0,0,14,0,0,0,0,1,0,0,0,0,0,
"2025-09-25 11:32:25.395",15,0,0,0,15,0,0,0,15,0,0,0,0,0,15,0,0,0,15,0,0,0,90015,127.015,37.015,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,0,0,0,0,0,1,0,15,0,0,0,15,0,0,0,5,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,3,-3,1.5,-1.5,3,1,0,4,-4,2,-2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,0,0,15,0,0,0,1,1,0,0,0,0,0,
"2025-09-25 11:32:25.395",16,0,0,0,16,0,0,0,16,0,0,0,0,0,16,0,0,0,16,0,0,0,90016,127.016,37.016,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,6,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,3,-3,1.5,-1.5,3,1,0,4,-4,2,-2,0,0,1,5,-5,2.5,-2.5,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,0,0,16,0,0,0,0,1,0,0,0,0,0,
"2025-09-25 11:32:25.395",17,0,0,0,17,0,0,0,17,0,0,0,0,0,17,0,0,0,17,0,0,0,90017,127.017,37.017,0,0,0,0,0,0,0,0,0,0,17,0,0,0,17,0,0,0,17,0,0,0,0,0,0,0,0,1,0,17,0,0,0,17,0,0,0,7,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,3,-3,1.5,-1.5,3,1,0,4,-4,2,-2,0,0,1,5,-5,2.5,-2.5,1,1,2,6,-6,3,-3,2,0,0,,,,,,,,,,,,,,,,,,,,,,17,0,0,0,17,0,0,0,1,1,0,0,0,0,0,
"2025-09-25 11:32:25.395",18,0,0,0,18,0,0,0,18,0,0,0,0,0,18,0,0,0,18,0,0,0,90018,127.018,37.018,0,0,0,0,0,0,0,0,0,0,18,0,0,0,18,0,0,0,18,0,0,0,0,0,0,0,0,0,0,18,0,0,0,18,0,0,0,8,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,3,-3,1.5,-1.5,3,1,0,4,-4,2,-2,0,0,1,5,-5,2.5,-2.5,1,1,2,6,-6,3,-3,2,0,0,7,-7,3.5,-3.5,3,1,1,,,,,,,,,,,,,,,18,0,0,0,18,0,0,0,0,1,0,0,0,0,0,
"2025-09-25 11:32:25.396",19,0,0,0,19,0,0,0,19,0,0,0,0,0,19,0,0,0,19,0,0,0,90019,127.019,37.019,0,0,0,0,0,0,0,0,0,0,19,0,0,0,19,0,0,0,19,0,0,0,0,0,0,0,0,1,0,19,0,0,0,19,0,0,0,9,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,3,-3,1.5,-1.5,3,1,0,4,-4,2,-2,0,0,1,5,-5,2.5,-2.5,1,1,2,6,-6,3,-3,2,0,0,7,-7,3.5,-3.5,3,1,1,8,-8,4,-4,0,0,2,,,,,,,,19,0,0,0,19,0,0,0,1,1,0,0,0,0,0,
"2025-09-25 11:32:25.396",20,0,0,0,20,0,0,0,20,0,0,0,0,0,20,0,0,0,20,0,0,0,90020,127.02,37.02,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0,0,20,0,0,0,0,1,0,0,0,0,0,
"2025-09-25 11:32:25.396",21,0,0,0,21,0,0,0,21,0,0,0,0,0,21,0,0,0,21,0,0,0,90021,127.021,37.021,0,0,0,0,0,0,0,0,0,0,21,0,0,0,21,0,0,0,21,0,0,0,0,0,0,0,0,1,0,21,0,0,0,21,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,0,0,21,0,0,0,1,1,0,0,0,0,0,
"2025-09-25 11:32:25.396",22,0,0,0,22,0,0,0,22,0,0,0,0,0,22,0,0,0,22,0,0,0,90022,127.022,37.022,0,0,0,0,0,0,0,0,0,0,22,0,0,0,22,0,0,0,22,0,0,0,0,0,0,0,0,0,0,22,0,0,0,22,0,0,0,2,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,0,0,22,0,0,0,0,1,0,0,0,0,0,
"2025-09-25 11:32:25.396",23,0,0,0,23,0,0,0,23,0,0,0,0,0,23,0,0,0,23,0,0,0,90023,127.023,37.023,0,0,0,0,0,0,0,0,0,0,23,0,0,0,23,0,0,0,23,0,0,0,0,0,0,0,0,1,0,23,0,0,0,23,0,0,0,3,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0,0,0,23,0,0,0,1,1,0,0,0,0,0,
"2025-09-25 11:32:25.396",24,0,0,0,24,0,0,0,24,0,0,0,0,0,24,0,0,0,24,0,0,0,90024,127.024,37.024,0,0,0,0,0,0,0,0,0,0,24,0,0,0,24,0,0,0,24,0,0,0,0,0,0,0,0,0,0,24,0,0,0,24,0,0,0,4,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,3,-3,1.5,-1.5,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0,0,0,24,0,0,0,0,1,0,0,0,0,0,
"2025-09-25 11:32:25.396",25,0,0,0,25,0,0,0,25,0,0,0,0,0,25,0,0,0,25,0,0,0,90025,127.025,37.025,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,1,0,25,0,0,0,25,0,0,0,5,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,3,-3,1.5,-1.5,3,1,0,4,-4,2,-2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0,0,0,25,0,0,0,1,1,0,0,0,0,0,
"2025-09-25 11:32:25.396",26,0,0,0,26,0,0,0,26,0,0,0,0,0,26,0,0,0,26,0,0,0,90026,127.026,37.026,0,0,0,0,0,0,0,0,0,0,26,0,0,0,26,0,0,0,26,0,0,0,0,0,0,0,0,0,0,26,0,0,0,26,0,0,0,6,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,3,-3,1.5,-1.5,3,1,0,4,-4,2,-2,0,0,1,5,-5,2.5,-2.5,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0,0,0,26,0,0,0,0,1,0,0,0,0,0,
"2025-09-25 11:32:25.397",27,0,0,0,27,0,0,0,27,0,0,0,0,0,27,0,0,0,27,0,0,0,90027,127.027,37.027,0,0,0,0,0,0,0,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,0,0,0,0,0,1,0,27,0,0,0,27,0,0,0,7,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,3,-3,1.5,-1.5,3,1,0,4,-4,2,-2,0,0,1,5,-5,2.5,-2.5,1,1,2,6,-6,3,-3,2,0,0,,,,,,,,,,,,,,,,,,,,,,27,0,0,0,27,0,0,0,1,1,0,0,0,0,0,
"2025-09-25 11:32:25.397",28,0,0,0,28,0,0,0,28,0,0,0,0,0,28,0,0,0,28,0,0,0,90028,127.028,37.028,0,0,0,0,0,0,0,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,0,0,0,0,0,0,0,28,0,0,0,28,0,0,0,8,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,3,-3,1.5,-1.5,3,1,0,4,-4,2,-2,0,0,1,5,-5,2.5,-2.5,1,1,2,6,-6,3,-3,2,0,0,7,-7,3.5,-3.5,3,1,1,,,,,,,,,,,,,,,28,0,0,0,28,0,0,0,0,1,0,0,0,0,0,
"2025-09-25 11:32:25.397",29,0,0,0,29,0,0,0,29,0,0,0,0,0,29,0,0,0,29,0,0,0,90029,127.029,37.029,0,0,0,0,0,0,0,0,0,0,29,0,0,0,29,0,0,0,29,0,0,0,0,0,0,0,0,1,0,29,0,0,0,29,0,0,0,9,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,3,-3,1.5,-1.5,3,1,0,4,-4,2,-2,0,0,1,5,-5,2.5,-2.5,1,1,2,6,-6,3,-3,2,0,0,7,-7,3.5,-3.5,3,1,1,8,-8,4,-4,0,0,2,,,,,,,,29,0,0,0,29,0,0,0,1,1,0,0,0,0,0,
"2025-09-25 11:32:25.397",30,0,0,0,30,0,0,0,30,0,0,0,0,0,30,0,0,0,30,0,0,0,90030,127.03,37.03,0,0,0,0,0,0,0,0,0,0,30,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,0,0,30,0,0,0,0,1,0,0,0,0,0,
"2025-09-25 11:32:25.397",31,0,0,0,31,0,0,0,31,0,0,0,0,0,31,0,0,0,31,0,0,0,90031,127.031,37.031,0,0,0,0,0,0,0,0,0,0,31,0,0,0,31,0,0,0,31,0,0,0,0,0,0,0,0,1,0,31,0,0,0,31,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0,0,0,31,0,0,0,1,1,0,0,0,0,0,
"2025-09-25 11:32:25.397",32,0,0,0,32,0,0,0,32,0,0,0,0,0,32,0,0,0,32,0,0,0,90032,127.032,37.032,0,0,0,0,0,0,0,0,0,0,32,0,0,0,32,0,0,0,32,0,0,0,0,0,0,0,0,0,0,32,0,0,0,32,0,0,0,2,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0,0,0,32,0,0,0,0,1,0,0,0,0,0,
"2025-09-25 11:32:25.397",33,0,0,0,33,0,0,0,33,0,0,0,0,0,33,0,0,0,33,0,0,0,90033,127.033,37.033,0,0,0,0,0,0,0,0,0,0,33,0,0,0,33,0,0,0,33,0,0,0,0,0,0,0,0,1,0,33,0,0,0,33,0,0,0,3,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,0,0,0,33,0,0,0,1,1,0,0,0,0,0,
"2025-09-25 11:32:25.397",34,0,0,0,34,0,0,0,34,0,0,0,0,0,34,0,0,0,34,0,0,0,90034,127.034,37.034,0,0,0,0,0,0,0,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,0,0,0,0,0,0,0,34,0,0,0,34,0,0,0,4,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,3,-3,1.5,-1.5,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,0,0,0,34,0,0,0,0,1,0,0,0,0,0,
"2025-09-25 11:32:25.397",35,0,0,0,35,0,0,0,35,0,0,0,0,0,35,0,0,0,35,0,0,0,90035,127.035,37.035,0,0,0,0,0,0,0,0,0,0,35,0,0,0,35,0,0,0,35,0,0,0,0,0,0,0,0,1,0,35,0,0,0,35,0,0,0,5,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,3,-3,1.5,-1.5,3,1,0,4,-4,2,-2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0,0,0,35,0,0,0,1,1,0,0,0,0,0,
"2025-09-25 11:32:25.398",36,0,0,0,36,0,0,0,36,0,0,0,0,0,36,0,0,0,36,0,0,0,90036,127.036,37.036,0,0,0,0,0,0,0,0,0,0,36,0,0,0,36,0,0,0,36,0,0,0,0,0,0,0,0,0,0,36,0,0,0,36,0,0,0,6,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,3,-3,1.5,-1.5,3,1,0,4,-4,2,-2,0,0,1,5,-5,2.5,-2.5,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,0,0,0,36,0,0,0,0,1,0,0,0,0,0,
"2025-09-25 11:32:25.398",37,0,0,0,37,0,0,0,37,0,0,0,0,0,37,0,0,0,37,0,0,0,90037,127.037,37.037,0,0,0,0,0,0,0,0,0,0,37,0,0,0,37,0,0,0,37,0,0,0,0,0,0,0,0,1,0,37,0,0,0,37,0,0,0,7,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,3,-3,1.5,-1.5,3,1,0,4,-4,2,-2,0,0,1,5,-5,2.5,-2.5,1,1,2,6,-6,3,-3,2,0,0,,,,,,,,,,,,,,,,,,,,,,37,0,0,0,37,0,0,0,1,1,0,0,0,0,0,
"2025-09-25 11:32:25.398",38,0,0,0,38,0,0,0,38,0,0,0,0,0,38,0,0,0,38,0,0,0,90038,127.038,37.038,0,0,0,0,0,0,0,0,0,0,38,0,0,0,38,0,0,0,38,0,0,0,0,0,0,0,0,0,0,38,0,0,0,38,0,0,0,8,0,0,0,0,0,0,0,1,-1,0.5,-0.5,1,1,1,2,-2,1,-1,2,0,2,3,-3,1.5,-1.5,3,1,0,4,-4,2,-2,0,0,1,5,-5,2.5,-2.5,1,1,2,6,-6,3,-3,2,0,0,7,-7,3.5,-3.5,3,1,1,,,,,,,,,,,,,,,38,0,0,0,38,0,0,0,0,1,0,0,0,0,0,
